mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
63.41879496574402,0.7538591250495179,8.466535711288453,0.4954946097612583,10,5,5,5,100,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.9340541695346167,0.9322826802434949,0.9336998096883908,0.9339346030107836,0.9324852135980294,0.933291295215063,0.0007523002002629736,450
103.79970459938049,2.027482868595233,9.766654777526856,1.6048242286075611,10,5,5,5,200,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 200}",0.9343162165304895,0.9325395279112026,0.9342997062820831,0.9340305968664089,0.9323427649086594,0.9335057624997687,0.000877360388308168,440
36.84442849159241,3.3592210586446667,12.97660689353943,0.5612016177603412,10,5,5,10,50,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50}",0.9341018784468642,0.931804303062487,0.9336411591107058,0.9339190570624809,0.932324089769476,0.9331580974904028,0.0009199411638520938,453
64.07731113433837,0.644399029361808,8.39946208000183,0.3252965362875925,10,5,5,10,100,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.9340541695346167,0.9322826802434949,0.9336998096883908,0.9339346030107836,0.9324852135980294,0.933291295215063,0.0007523002002629736,450
104.52635555267334,3.420520210257661,10.050779390335084,1.8456861363856925,10,5,5,10,200,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 200}",0.9343162165304895,0.9325395279112026,0.9342997062820831,0.9340305968664089,0.9323427649086594,0.9335057624997687,0.000877360388308168,440
37.610515832901,3.140425583917135,13.136785078048707,0.573050889148556,10,5,5,20,50,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 50}",0.9338830230874954,0.9308120955378278,0.9337655807004227,0.9337980466808475,0.932077923753349,0.9328673339519884,0.0012289728414800125,467
63.06283612251282,0.536865136126249,8.546748733520507,0.3644788116621769,10,5,5,20,100,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 100}",0.9343329265505024,0.9312351863463671,0.9335608112094838,0.9333534255589591,0.9319949806938224,0.9328954660718269,0.001121258788557269,466
103.03324465751648,4.0903713996724615,9.717967128753662,1.4386959508044719,10,5,5,20,200,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 200}",0.9345184968780864,0.9317857269293427,0.9335175155684496,0.9337046629844421,0.9319698151587246,0.9330992435038091,0.0010542009852077048,460
37.916721725463866,4.206212080425917,12.838288688659668,0.30235519164303915,10,5,10,2,50,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 50}",0.9341635772130803,0.9337198839129187,0.9327826957444403,0.9329456976875589,0.9318083253078437,0.9330840359731685,0.0008132764606815589,461
62.61149373054504,0.5169404864116497,8.678507423400879,0.38115905119499555,10,5,10,2,100,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 100}",0.9344804295543809,0.9331684252739417,0.9335513696335476,0.9329416884429951,0.9315636543829173,0.9331411134575565,0.0009477310948850841,456
102.95533909797669,3.77263915323254,10.271465826034547,0.7909471902362477,10,5,10,2,200,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 200}",0.9345362339607934,0.9328685139793529,0.9336767612824382,0.9337709810298429,0.9318940325359846,0.9333493045576823,0.0008992014901097448,445
37.359025955200195,3.166179542408863,12.753015089035035,0.6779644624109359,10,5,10,5,50,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 50}",0.9341635772130803,0.9337198839129187,0.9327826957444405,0.9329456976875589,0.9318083253078437,0.9330840359731685,0.0008132764606815424,461
63.43422193527222,0.787564207885494,9.169565200805664,0.2870869637543468,10,5,10,5,100,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.9344804295543809,0.9331684252739417,0.9335513696335476,0.9329416884429951,0.9315636543829173,0.9331411134575565,0.0009477310948850841,456
104.76068201065064,2.129035940856709,10.641837549209594,1.6200821558077605,10,5,10,5,200,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 200}",0.9345362339607934,0.9328685139793529,0.9336767612824382,0.9337709810298429,0.9318940325359846,0.9333493045576823,0.0008992014901097448,445
37.09928059577942,2.0237877625523337,12.266889762878417,1.200497232584052,10,5,10,10,50,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 50}",0.9341635772130803,0.9337198839129187,0.9327826957444403,0.9329456976875589,0.9318083253078437,0.9330840359731685,0.0008132764606815589,461
63.46237659454346,1.27850756762171,9.647161149978638,0.3294508576503844,10,5,10,10,100,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.9344804295543809,0.9331684252739417,0.9335513696335476,0.9329416884429951,0.9315636543829173,0.9331411134575565,0.0009477310948850841,456
106.16548748016358,1.285813798242342,10.275475406646729,2.298581615219607,10,5,10,10,200,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 200}",0.9345362339607934,0.9328685139793529,0.9336767612824382,0.9337709810298429,0.9318940325359846,0.9333493045576823,0.0008992014901097448,445
36.945643711090085,0.9165574404088692,11.834553670883178,0.467235839078851,10,5,10,20,50,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 50}",0.9341635772130803,0.9337198839129187,0.9327826957444405,0.9329456976875589,0.9318083253078437,0.9330840359731685,0.0008132764606815424,461
63.1130928516388,0.7508330298422429,9.058583307266236,1.416322378131186,10,5,10,20,100,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 100}",0.9344804295543809,0.9331684252739417,0.9335513696335476,0.9329416884429951,0.9315636543829173,0.9331411134575565,0.0009477310948850841,456
105.34173412322998,1.6847733974908512,10.000213003158569,1.67366454099085,10,5,10,20,200,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 200}",0.9345362339607934,0.9328685139793529,0.9336767612824382,0.9337709810298429,0.9318940325359846,0.9333493045576823,0.0008992014901097448,445
37.4182954788208,1.848630444169225,12.538935995101928,0.7712132871171015,10,5,20,2,50,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 20, 'min_samples_split': 2, 'n_estimators': 50}",0.9332676945266093,0.9327133665153575,0.9334739639117988,0.9332921288198579,0.9314610031211904,0.9328416313789626,0.0007357864423205448,468
63.02788467407227,1.2770653040618232,9.155206346511841,0.8996609223475339,10,5,20,2,100,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 20, 'min_samples_split': 2, 'n_estimators': 100}",0.9328685391613674,0.9321637229871023,0.933777189408554,0.9334849775836325,0.9317572621929938,0.9328103382667299,0.0007642522122201968,472
104.55405688285828,1.8347496541346517,10.506137561798095,1.6868435379685673,10,5,20,2,200,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 20, 'min_samples_split': 2, 'n_estimators': 200}",0.9333579470358029,0.9315428261123928,0.9334340494770181,0.9333788671108938,0.9321374283831313,0.9327702236238478,0.0007827470772120867,477
36.929673528671266,2.95543602903823,12.00806884765625,1.013223901458285,10,5,20,5,50,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 20, 'min_samples_split': 5, 'n_estimators': 50}",0.9332676945266093,0.9327133665153575,0.9334739639117988,0.9332921288198579,0.9314610031211904,0.9328416313789626,0.0007357864423205448,468
64.0215090751648,0.5908547943230518,8.981499910354614,0.724748407296717,10,5,20,5,100,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 20, 'min_samples_split': 5, 'n_estimators': 100}",0.9328685391613674,0.9321637229871023,0.933777189408554,0.9334849775836325,0.9317572621929938,0.9328103382667299,0.0007642522122201968,472
104.52965803146363,3.300339755478591,10.910146808624267,2.166325230929516,10,5,20,5,200,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 20, 'min_samples_split': 5, 'n_estimators': 200}",0.9333579470358029,0.9315428261123928,0.9334340494770181,0.9333788671108938,0.9321374283831313,0.9327702236238478,0.0007827470772120867,477
36.67845110893249,2.0115853181337506,12.478418350219727,1.487534460671692,10,5,20,10,50,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 20, 'min_samples_split': 10, 'n_estimators': 50}",0.9332676945266093,0.9327133665153575,0.9334739639117988,0.9332921288198579,0.9314610031211904,0.9328416313789626,0.0007357864423205448,468
61.847189378738406,0.5092076887210291,8.6393253326416,0.32325408450031207,10,5,20,10,100,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 20, 'min_samples_split': 10, 'n_estimators': 100}",0.9328685391613674,0.9321637229871023,0.933777189408554,0.9334849775836325,0.9317572621929938,0.9328103382667299,0.0007642522122201968,472
104.93972191810607,2.3586729027758984,10.133786487579346,1.3215198843490081,10,5,20,10,200,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 20, 'min_samples_split': 10, 'n_estimators': 200}",0.9333579470358029,0.9315428261123928,0.9334340494770181,0.9333788671108938,0.9321374283831313,0.9327702236238478,0.0007827470772120867,477
36.75850667953491,2.4890928706587117,12.146377515792846,0.7286530465553062,10,5,20,20,50,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 50}",0.9332676945266093,0.9327133665153575,0.9334739639117988,0.9332921288198579,0.9314610031211904,0.9328416313789626,0.0007357864423205448,468
62.16307334899902,0.4993665112683422,8.882530879974365,0.5461207693476277,10,5,20,20,100,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 100}",0.9328685391613674,0.9321637229871023,0.933777189408554,0.9334849775836325,0.9317572621929938,0.9328103382667299,0.0007642522122201968,472
101.70779323577881,3.1907966984023854,10.446133136749268,1.3069749466535066,10,5,20,20,200,"{'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 200}",0.9333579470358029,0.9315428261123928,0.9334340494770181,0.9333788671108938,0.9321374283831313,0.9327702236238478,0.0007827470772120867,477
26.532232236862182,1.2045372520425865,11.299900531768799,2.105948851211159,10,sqrt,1,2,50,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.9245275070080827,0.921276292853864,0.9255028316727321,0.924888218181309,0.9226217049240004,0.9237633109279976,0.0015725054892216407,481
47.615127611160275,1.335306955969661,9.704760837554932,0.8470203726978472,10,sqrt,1,2,100,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9251952367676428,0.9213414398278296,0.9250895384618463,0.9244865416790423,0.9217390410815061,0.9235703595635736,0.001679841105171373,483
75.49343051910401,1.9989197040853184,8.92292537689209,0.8079608729356524,10,sqrt,1,2,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.9248539809367042,0.9224674155123462,0.9240629048371951,0.9237899921895234,0.9211454948751874,0.9232639576701912,0.0013088595724740787,491
27.960349464416502,0.9319003006907266,9.05508508682251,0.8536025662192809,10,sqrt,1,5,50,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.9238863848727054,0.9225785262901038,0.9249803548016431,0.9235007475456003,0.9214001984121032,0.9232692423844311,0.0012110143920099695,489
40.880967140197754,0.7834959948049276,8.789696979522706,0.6782868628028524,10,sqrt,1,5,100,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9249529789797428,0.922793624411089,0.9241368993508603,0.923092477641136,0.9219601675702218,0.9233872295906099,0.0010477907930413221,485
71.01625032424927,1.0558519436324854,8.981880283355713,2.13300860476973,10,sqrt,1,5,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.9244675993511996,0.9225727339367702,0.9240863482672442,0.9221549884542958,0.9219720272936649,0.9230507394606349,0.0010270790266761023,493
26.437791776657104,1.2231445073706604,11.250317335128784,0.5240413665380858,10,sqrt,1,10,50,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",0.9255243988603552,0.9222531944448612,0.9223180223993662,0.923601501691603,0.9201928307626766,0.9227779896317724,0.00175447781320191,531
46.0650872707367,0.9398998453825095,7.121283721923828,0.35747616822274725,10,sqrt,1,10,100,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.924663482308287,0.9230069374231828,0.9229923755349076,0.9238319607496057,0.9207525949082893,0.9230494701848546,0.001303689494433096,495
75.51887879371642,1.4881823077933494,6.506120586395264,1.869051822813251,10,sqrt,1,10,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.9243174101833525,0.9221179091924607,0.9243773760199373,0.9242953550166562,0.9215731239605616,0.9233362348745937,0.0012295908978907678,487
28.139925622940062,3.388523532343458,11.594977045059204,0.7296025930261463,10,sqrt,1,20,50,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 20, 'n_estimators': 50}",0.9248304605009697,0.9206445163154952,0.9247265523196915,0.9235285702427849,0.9205292352833524,0.9228518669324586,0.0019054773524921965,503
45.29124345779419,0.31006114320267564,5.878081798553467,0.3175286284936227,10,sqrt,1,20,100,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 20, 'n_estimators': 100}",0.923467358294485,0.921143797771664,0.9241832601788709,0.9238516929532702,0.9212757838228133,0.9227843786042206,0.0013061282111292408,529
69.65739407539368,2.8907450370275103,8.539751338958741,1.3890386485622637,10,sqrt,1,20,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 20, 'n_estimators': 200}",0.9247127923182685,0.9217804626082191,0.9229257344698026,0.9226882059805649,0.9216923252318392,0.9227599041217388,0.001090453391988573,533
28.246849489212035,3.8570642351323965,11.904839754104614,1.0722729454095237,10,sqrt,5,2,50,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 50}",0.9242965809118919,0.9222974701456789,0.9231967620024821,0.922160164770051,0.9215696387479636,0.9227041233156135,0.0009515174203227831,535
47.025692510604856,0.423856321901856,6.848738384246826,0.4840578723801474,10,sqrt,5,2,100,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 100}",0.9249990197901661,0.9214287521538813,0.9245906580301398,0.9219152918328017,0.9204341894855586,0.9226735822585095,0.0018012398828841608,541
70.7368143081665,2.6139578718194776,8.9062931060791,1.701868468676668,10,sqrt,5,2,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 200}",0.9248364988695641,0.9217204639483009,0.9246512057235492,0.9223131941048404,0.9209010729654509,0.9228844871223412,0.0015841023866184668,497
27.11421117782593,2.988016100778071,11.675393629074097,0.9885733236318034,10,sqrt,5,5,50,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 50}",0.9242965809118919,0.9222974701456789,0.9231967620024821,0.922160164770051,0.9215696387479636,0.9227041233156135,0.0009515174203227831,535
45.72512073516846,0.4156650688252785,7.440832233428955,0.347544377958393,10,sqrt,5,5,100,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.9249990197901661,0.9214287521538813,0.9245906580301398,0.9219152918328017,0.9204341894855586,0.9226735822585095,0.0018012398828841608,541
71.59335813522338,1.7760572146338616,9.122818613052369,0.9789104055129657,10,sqrt,5,5,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 200}",0.9248364988695641,0.9217204639483009,0.9246512057235492,0.9223131941048404,0.9209010729654509,0.9228844871223412,0.0015841023866184668,497
26.385373973846434,2.084938367170574,11.515096807479859,0.7524749096381389,10,sqrt,5,10,50,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50}",0.9242965809118919,0.9222974701456789,0.9231967620024821,0.922160164770051,0.9215696387479636,0.9227041233156135,0.0009515174203227831,535
45.281683397293094,0.5234186896502172,7.694488620758056,0.2321224794661213,10,sqrt,5,10,100,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.9249990197901661,0.9214287521538813,0.9245906580301398,0.9219152918328017,0.9204341894855586,0.9226735822585095,0.0018012398828841608,541
70.71018781661988,1.1521746596444689,8.804194259643555,1.15553805121048,10,sqrt,5,10,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 200}",0.9248364988695641,0.9217204639483009,0.9246512057235492,0.9223131941048404,0.9209010729654509,0.9228844871223412,0.0015841023866184668,497
26.735992431640625,3.0482187058286647,11.56336488723755,0.7566112461385361,10,sqrt,5,20,50,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 50}",0.9227008745067816,0.9217976466564461,0.9232555715898669,0.9220395544128192,0.9228403262599019,0.9225267946851632,0.0005345617906768548,547
44.58390140533447,0.46237058726568225,7.113420867919922,0.19584780528045098,10,sqrt,5,20,100,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 100}",0.9241595365464297,0.9214777691439179,0.9231925957483404,0.9220191541684044,0.9216262041984562,0.9224950519611099,0.0010269679394991395,549
70.70557451248169,1.64939017522683,9.580210638046264,1.1418861064015633,10,sqrt,5,20,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 200}",0.9239842998496314,0.9216722320061523,0.9229791537283775,0.922332408276905,0.9214672104998405,0.9224870608721814,0.0009178058861021202,551
27.06812438964844,1.558699896855525,11.004896211624146,0.45377800673669155,10,sqrt,10,2,50,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 50}",0.9220705640313696,0.9224368636486826,0.9229753574968074,0.9239462797230631,0.9227487766753772,0.92283556831506,0.0006332378069850963,521
44.563779497146605,1.4037662396170463,8.608832025527954,0.8587616144452284,10,sqrt,10,2,100,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 100}",0.9233053884075192,0.9215868787996069,0.9231078595794344,0.9237950444977143,0.9224105690447117,0.9228411480657973,0.000768786344145308,513
72.67286748886109,1.2863343631189825,9.511965894699097,1.72723841762332,10,sqrt,10,2,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 200}",0.9238668736817034,0.9216931702833872,0.922991124458592,0.9242137740402165,0.9214410619047761,0.9228412008737351,0.001116852922852323,505
25.63036231994629,1.3424743317405088,10.385440444946289,1.090590538685257,10,sqrt,10,5,50,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 50}",0.9220705640313696,0.9224368636486826,0.9229753574968074,0.9239462797230631,0.9227487766753772,0.92283556831506,0.0006332378069850963,521
46.14775018692016,0.44784900535032,8.270188140869141,0.47497590328275846,10,sqrt,10,5,100,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.9233053884075192,0.9215868787996069,0.9231078595794344,0.9237950444977143,0.9224105690447117,0.9228411480657973,0.000768786344145308,513
72.73925309181213,1.262424812075079,9.732353687286377,2.208842893980731,10,sqrt,10,5,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 200}",0.9238668736817034,0.9216931702833872,0.922991124458592,0.9242137740402165,0.9214410619047761,0.9228412008737351,0.001116852922852323,505
27.042686653137206,2.2384099596446143,10.573762607574462,0.6226147016322047,10,sqrt,10,10,50,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 50}",0.9220705640313696,0.9224368636486826,0.9229753574968074,0.9239462797230631,0.9227487766753772,0.92283556831506,0.0006332378069850963,521
43.67745189666748,0.31923683685241905,6.345422315597534,0.730832102613583,10,sqrt,10,10,100,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.9233053884075192,0.9215868787996069,0.9231078595794344,0.9237950444977143,0.9224105690447117,0.9228411480657973,0.000768786344145308,513
70.00798678398132,2.277859030794868,9.59761610031128,1.4698621888329926,10,sqrt,10,10,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 200}",0.9238668736817034,0.9216931702833872,0.922991124458592,0.9242137740402165,0.9214410619047761,0.9228412008737351,0.001116852922852323,505
